"Annotation (pathway/process)"	"XD-score"	"Fisher q-value"	"Gene set size"	"Pathway size"	"Overlap size"
"PROCESSING OF CAPPED INTRON CONTAINING PRE MRNA"	-0.0462818908075453	1	239	137	3
"STABILIZATION OF P53"	-0.0477100088653049	1	239	46	1
"MUSCLE CONTRACTION"	-0.0518728210762207	1	239	47	1
"SCF BETA TRCP MEDIATED DEGRADATION OF EMI1"	-0.0558621827783485	1	239	48	1
"HIV LIFE CYCLE"	-0.0633621827783483	1	239	100	2
"FORMATION AND MATURATION OF MRNA TRANSCRIPT"	-0.0645542357584808	1	239	151	3
"SCF SKP2 MEDIATED DEGRADATION OF P27 P21"	-0.0702852597014254	1	239	52	1
"METABOLISM OF AMINO ACIDS"	-0.0746121827783483	1	239	160	3
"INTEGRATION OF ENERGY METABOLISM"	-0.0840701473801183	1	239	226	4
"PLATELET ACTIVATION TRIGGERS"	-0.0854674459362431	1	239	57	1
"TRANSCRIPTION OF THE HIV GENOME"	-0.088189768985245	1	239	58	1
"HOST INTERACTIONS OF HIV FACTORS"	-0.0908198098969924	1	239	118	2
"HIV INFECTION"	-0.0933621827783484	1	239	180	3
"REGULATION OF INSULIN SECRETION BY GLUCAGON LIKE PEPTIDE 1"	-0.0933621827783484	1	239	60	1
"CELL DEATH SIGNALLING VIA NRAGE NRIF AND NADE"	-0.095821199171791	1	239	61	1
"REGULATION OF LIPID METABOLISM BY PEROXISOME PROLIFERATOR ACTIVATED RECEPTOR ALPHA"	-0.095821199171791	1	239	61	1
"TRANSMISSION ACROSS CHEMICAL SYNAPSES"	-0.0993621827783483	1	239	125	2
"SEMAPHORIN INTERACTIONS"	-0.106998546414712	1	239	66	1
"HEMOSTASIS"	-0.108023836913687	1	239	266	4
"REGULATION OF INSULIN SECRETION"	-0.114790754206920	1	239	210	3
"SIGNALLING BY NGF"	-0.116601619398067	1	239	213	3
"ELECTRON TRANSPORT CHAIN"	-0.121740561156727	1	239	74	1
"METABOLISM OF LIPIDS AND LIPOPROTEINS"	-0.123362182778348	1	239	225	3
"DNA REPLICATION PRE INITIATION"	-0.124941130146769	1	239	76	1
"G ALPHA Q SIGNALLING EVENTS"	-0.126479065895232	1	239	154	2
"IRS RELATED EVENTS"	-0.126479065895232	1	239	77	1
"GLUCOSE REGULATION OF INSULIN SECRETION"	-0.130154635608537	1	239	159	2
"GLUCOSE AND OTHER SUGAR SLC TRANSPORTERS"	-0.130862182778348	1	239	80	1
"OPIOID SIGNALLING"	-0.132251071667237	1	239	81	1
"P75 NTR RECEPTOR MEDIATED SIGNALLING"	-0.133606085217373	1	239	82	1
"CLASS B2 SECRETIN FAMILY RECEPTORS"	-0.137479829837172	1	239	85	1
"G ALPHA I SIGNALLING EVENTS"	-0.139913906916279	1	239	174	2
"SYNTHESIS OF DNA"	-0.142238587272730	1	239	89	1
"RNA POLYMERASE II TRANSCRIPTION"	-0.144461083877249	1	239	91	1
"METABOLISM OF RNA"	-0.146587989229961	1	239	93	1
"TRKA SIGNALLING FROM THE PLASMA MEMBRANE"	-0.154253271887259	1	239	101	1
"TRANSMEMBRANE TRANSPORT OF SMALL MOLECULES"	-0.158855140524827	1	239	213	2
"METABOLISM OF CARBOHYDRATES"	-0.163716165079233	1	239	113	1
"G ALPHA S SIGNALLING EVENTS"	-0.170191451071031	1	239	123	1
"DOWNSTREAM EVENTS IN GPCR SIGNALING"	-0.18171834716191	1	239	438	3
"AXON GUIDANCE"	-0.187112182778348	1	239	160	1
"SLC MEDIATED TRANSMEMBRANE TRANSPORT"	-0.189145315308469	1	239	166	1
"PEPTIDE LIGAND BINDING RECEPTORS"	-0.191036601382999	1	239	172	1
"GPCR LIGAND BINDING"	-0.196364793744406	1	239	383	2
"CLASS A1 RHODOPSIN LIKE RECEPTORS"	-0.211560062637006	1	239	283	1
"OLFACTORY SIGNALING PATHWAY"	-0.214881170120121	1	239	316	1
"ACETYLCHOLINE NEUROTRANSMITTER RELEASE CYCLE"	-0.243362182778348	1	239	11	0
"ACTIVATED TLR4 SIGNALLING"	-0.243362182778348	1	239	23	0
"ADENYLATE CYCLASE ACTIVATING PATHWAY"	-0.243362182778348	1	239	11	0
"ADHERENS JUNCTIONS INTERACTIONS"	-0.243362182778348	1	239	29	0
"AMINE DERIVED HORMONES"	-0.243362182778348	1	239	11	0
"AMINE LIGAND BINDING RECEPTORS"	-0.243362182778348	1	239	40	0
"AMINO ACID AND OLIGOPEPTIDE SLC TRANSPORTERS"	-0.243362182778348	1	239	47	0
"AMINO ACID TRANSPORT ACROSS THE PLASMA MEMBRANE"	-0.243362182778348	1	239	30	0
"APOPTOTIC CLEAVAGE OF CELL ADHESION PROTEINS"	-0.243362182778348	1	239	11	0
"AUTODEGRADATION OF CDH1 BY CDH1 APC"	-0.243362182778348	1	239	57	0
"BASE EXCISION REPAIR"	-0.243362182778348	1	239	18	0
"BASE FREE SUGAR PHOSPHATE REMOVAL VIA THE SINGLE NUCLEOTIDE REPLACEMENT PATHWAY"	-0.243362182778348	1	239	10	0
"BASIGIN INTERACTIONS"	-0.243362182778348	1	239	25	0
"BIOLOGICAL OXIDATIONS"	-0.243362182778348	1	239	123	0
"CALCITONIN LIKE LIGAND RECEPTORS"	-0.243362182778348	1	239	10	0
"CAM PATHWAY"	-0.243362182778348	1	239	24	0
"CASPASE MEDIATED CLEAVAGE OF CYTOSKELETAL PROTEINS"	-0.243362182778348	1	239	12	0
"CD28 CO STIMULATION"	-0.243362182778348	1	239	28	0
"CD28 DEPENDENT PI3K AKT SIGNALING"	-0.243362182778348	1	239	19	0
"CD28 DEPENDENT VAV1 PATHWAY"	-0.243362182778348	1	239	11	0
"CDT1 ASSOCIATION WITH THE CDC6 ORC ORIGIN COMPLEX"	-0.243362182778348	1	239	52	0
"CELL CELL ADHESION SYSTEMS"	-0.243362182778348	1	239	58	0
"CELL SURFACE INTERACTIONS AT THE VASCULAR WALL"	-0.243362182778348	1	239	91	0
"CHAPERONIN MEDIATED PROTEIN FOLDING"	-0.243362182778348	1	239	47	0
"CHEMOKINE RECEPTORS BIND CHEMOKINES"	-0.243362182778348	1	239	54	0
"CHOLESTEROL BIOSYNTHESIS"	-0.243362182778348	1	239	21	0
"CHYLOMICRON MEDIATED LIPID TRANSPORT"	-0.243362182778348	1	239	17	0
"CITRIC ACID CYCLE"	-0.243362182778348	1	239	19	0
"CLASS C3 METABOTROPIC GLUTAMATE PHEROMONE RECEPTORS"	-0.243362182778348	1	239	15	0
"CLATHRIN DERIVED VESICLE BUDDING"	-0.243362182778348	1	239	60	0
"COLLAGEN MEDIATED ACTIVATION CASCADE"	-0.243362182778348	1	239	21	0
"COMMON PATHWAY"	-0.243362182778348	1	239	14	0
"COPI MEDIATED TRANSPORT"	-0.243362182778348	1	239	10	0
"COSTIMULATION BY THE CD28 FAMILY"	-0.243362182778348	1	239	65	0
"CRMPS IN SEMA3A SIGNALING"	-0.243362182778348	1	239	16	0
"CTLA4 INHIBITORY SIGNALING"	-0.243362182778348	1	239	20	0
"CYTOCHROME P450 ARRANGED BY SUBSTRATE TYPE"	-0.243362182778348	1	239	47	0
"CYTOSOLIC SULFONATION OF SMALL MOLECULES"	-0.243362182778348	1	239	10	0
"CYTOSOLIC TRNA AMINOACYLATION"	-0.243362182778348	1	239	22	0
"DARPP32 EVENTS"	-0.243362182778348	1	239	24	0
"DEATH RECEPTOR SIGNALLING"	-0.243362182778348	1	239	13	0
"DOPAMINE NEUROTRANSMITTER RELEASE CYCLE"	-0.243362182778348	1	239	13	0
"DOWN STREAM SIGNAL TRANSDUCTION"	-0.243362182778348	1	239	35	0
"DOWNSTREAM TCR SIGNALING"	-0.243362182778348	1	239	43	0
"E2F MEDIATED REGULATION OF DNA REPLICATION"	-0.243362182778348	1	239	32	0
"E2F TRANSCRIPTIONAL TARGETS AT G1 S"	-0.243362182778348	1	239	21	0
"EARLY PHASE OF HIV LIFE CYCLE"	-0.243362182778348	1	239	13	0
"EGFR DOWNREGULATION"	-0.243362182778348	1	239	24	0
"EICOSANOID LIGAND BINDING RECEPTORS"	-0.243362182778348	1	239	15	0
"ENDOGENOUS STEROLS"	-0.243362182778348	1	239	14	0
"ERK MAPK TARGETS"	-0.243362182778348	1	239	21	0
"FANCONI ANEMIA PATHWAY"	-0.243362182778348	1	239	17	0
"FGFR LIGAND BINDING AND ACTIVATION"	-0.243362182778348	1	239	26	0
"FORMATION OF TUBULIN FOLDING INTERMEDIATES BY CCT TRIC"	-0.243362182778348	1	239	20	0
"FRS2 MEDIATED ACTIVATION"	-0.243362182778348	1	239	16	0
"FURTHER PLATELET RELEASATE"	-0.243362182778348	1	239	21	0
"G ALPHA 12 13 SIGNALLING EVENTS"	-0.243362182778348	1	239	54	0
"G ALPHA Z SIGNALLING EVENTS"	-0.243362182778348	1	239	14	0
"G1 PHASE"	-0.243362182778348	1	239	16	0
"GAB1 SIGNALOSOME"	-0.243362182778348	1	239	11	0
"GAMMA CARBOXYLATION TRANSPORT AND AMINO TERMINAL CLEAVAGE OF PROTEINS"	-0.243362182778348	1	239	10	0
"GENERATION OF SECOND MESSENGER MOLECULES"	-0.243362182778348	1	239	33	0
"GLUCONEOGENESIS"	-0.243362182778348	1	239	31	0
"GLUCOSE METABOLISM"	-0.243362182778348	1	239	54	0
"GLUTAMATE NEUROTRANSMITTER RELEASE CYCLE"	-0.243362182778348	1	239	15	0
"GLUTATHIONE CONJUGATION"	-0.243362182778348	1	239	17	0
"GLYCOGEN BREAKDOWN GLYCOGENOLYSIS"	-0.243362182778348	1	239	14	0
"GLYCOLYSIS"	-0.243362182778348	1	239	22	0
"GOLGI ASSOCIATED VESICLE BIOGENESIS"	-0.243362182778348	1	239	53	0
"GRB2 EVENTS IN EGFR SIGNALING"	-0.243362182778348	1	239	13	0
"GRB2 SOS PROVIDES LINKAGE TO MAPK SIGNALING FOR INTERGRINS "	-0.243362182778348	1	239	15	0
"HORMONE BIOSYNTHESIS"	-0.243362182778348	1	239	50	0
"HORMONE SENSITIVE LIPASE HSL MEDIATED TRIACYLGLYCEROL HYDROLYSIS"	-0.243362182778348	1	239	12	0
"INORGANIC CATION ANION SLC TRANSPORTERS"	-0.243362182778348	1	239	93	0
"INTEGRIN ALPHAIIBBETA3 SIGNALING"	-0.243362182778348	1	239	23	0
"LYSOSOME VESICLE BIOGENESIS"	-0.243362182778348	1	239	24	0
"M G1 TRANSITION"	-0.243362182778348	1	239	61	0
"MEMBRANE TRAFFICKING"	-0.243362182778348	1	239	77	0
"METABOLISM OF BILE ACIDS AND BILE SALTS"	-0.243362182778348	1	239	27	0
"MRNA 3 END PROCESSING"	-0.243362182778348	1	239	34	0
"MTORC1 MEDIATED SIGNALLING"	-0.243362182778348	1	239	11	0
"MYD88 CASCADE"	-0.243362182778348	1	239	19	0
"NCAM SIGNALING FOR NEURITE OUT GROWTH"	-0.243362182778348	1	239	68	0
"NCAM1 INTERACTIONS"	-0.243362182778348	1	239	43	0
"NEUROTRANSMITTER RELEASE CYCLE"	-0.243362182778348	1	239	27	0
"NF KB IS ACTIVATED AND SIGNALS SURVIVAL"	-0.243362182778348	1	239	10	0
"NOREPINEPHRINE NEUROTRANSMITTER RELEASE CYCLE"	-0.243362182778348	1	239	12	0
"NRAGE SIGNALS DEATH THROUGH JNK"	-0.243362182778348	1	239	47	0
"NUCLEAR EVENTS KINASE AND TRANSCRIPTION FACTOR ACTIVATION"	-0.243362182778348	1	239	24	0
"NUCLEAR RECEPTOR TRANSCRIPTION PATHWAY"	-0.243362182778348	1	239	50	0
"NUCLEOTIDE LIKE PURINERGIC RECEPTORS"	-0.243362182778348	1	239	17	0
"ORC1 REMOVAL FROM CHROMATIN"	-0.243362182778348	1	239	63	0
"OTHER SEMAPHORIN INTERACTIONS"	-0.243362182778348	1	239	16	0
"P130CAS LINKAGE TO MAPK SIGNALING FOR INTEGRINS"	-0.243362182778348	1	239	15	0
"P2Y RECEPTORS"	-0.243362182778348	1	239	13	0
"P38MAPK EVENTS"	-0.243362182778348	1	239	13	0
"P53 INDEPENDENT DNA DAMAGE RESPONSE"	-0.243362182778348	1	239	43	0
"P75NTR RECRUITS SIGNALLING COMPLEXES"	-0.243362182778348	1	239	10	0
"P75NTR SIGNALS VIA NFKB"	-0.243362182778348	1	239	13	0
"PD1 SIGNALING"	-0.243362182778348	1	239	25	0
"PECAM1 INTERACTIONS"	-0.243362182778348	1	239	10	0
"PEROXISOMAL LIPID METABOLISM"	-0.243362182778348	1	239	19	0
"PHASE 1 FUNCTIONALIZATION"	-0.243362182778348	1	239	15	0
"PHASE 1 FUNCTIONALIZATION OF COMPOUNDS"	-0.243362182778348	1	239	64	0
"PHASE II CONJUGATION"	-0.243362182778348	1	239	59	0
"PHOSPHORYLATION OF CD3 AND TCR ZETA CHAINS"	-0.243362182778348	1	239	22	0
"PKA ACTIVATION"	-0.243362182778348	1	239	17	0
"PLATELET ADHESION TO EXPOSED COLLAGEN"	-0.243362182778348	1	239	13	0
"PLATELET AGGREGATION PLUG FORMATION"	-0.243362182778348	1	239	26	0
"PLC BETA MEDIATED EVENTS"	-0.243362182778348	1	239	36	0
"PLC GAMMA1 SIGNALLING"	-0.243362182778348	1	239	33	0
"POST CHAPERONIN TUBULIN FOLDING PATHWAY"	-0.243362182778348	1	239	17	0
"POST TRANSLATIONAL PROTEIN MODIFICATION"	-0.243362182778348	1	239	40	0
"PREFOLDIN MEDIATED TRANSFER OF SUBSTRATE TO CCT TRIC"	-0.243362182778348	1	239	26	0
"PROSTANOID HORMONES"	-0.243362182778348	1	239	11	0
"PURINE METABOLISM"	-0.243362182778348	1	239	30	0
"PURINE SALVAGE REACTIONS"	-0.243362182778348	1	239	12	0
"PYRIMIDINE METABOLISM"	-0.243362182778348	1	239	22	0
"RECRUITMENT OF NUMA TO MITOTIC CENTROSOMES"	-0.243362182778348	1	239	10	0
"RECYCLING OF BILE ACIDS AND SALTS"	-0.243362182778348	1	239	11	0
"REGULATION OF INSULIN LIKE GROWTH FACTOR ACTIVITY BY INSULIN LIKE GROWTH FACTOR BINDING PRO"	-0.243362182778348	1	239	17	0
"REGULATION OF INSULIN SECRETION BY ACETYLCHOLINE"	-0.243362182778348	1	239	21	0
"REGULATION OF ORNITHINE DECARBOXYLASE"	-0.243362182778348	1	239	47	0
"REMOVAL OF DNA PATCH CONTAINING ABASIC RESIDUE"	-0.243362182778348	1	239	15	0
"REMOVAL OF THE FLAP INTERMEDIATE"	-0.243362182778348	1	239	14	0
"REMOVAL OF THE FLAP INTERMEDIATE FROM THE C STRAND"	-0.243362182778348	1	239	10	0
"RESOLUTION OF AP SITES VIA THE SINGLE NUCLEOTIDE REPLACEMENT PATHWAY"	-0.243362182778348	1	239	12	0
"RNA POLYMERASE I CHAIN ELONGATION"	-0.243362182778348	1	239	22	0
"RNA POLYMERASE I PROMOTER ESCAPE"	-0.243362182778348	1	239	19	0
"RNA POLYMERASE I TRANSCRIPTION INITIATION"	-0.243362182778348	1	239	23	0
"RNA POLYMERASE I TRANSCRIPTION TERMINATION"	-0.243362182778348	1	239	20	0
"SEMA3A PLEXIN REPULSION SIGNALING BY INHIBITING INTEGRIN ADHESION"	-0.243362182778348	1	239	14	0
"SEMA4D IN SEMAPHORIN SIGNALING"	-0.243362182778348	1	239	29	0
"SEMA4D INDUCED CELL MIGRATION AND GROWTH CONE COLLAPSE"	-0.243362182778348	1	239	24	0
"SEROTONIN NEUROTRANSMITTER RELEASE CYCLE"	-0.243362182778348	1	239	13	0
"SEROTONIN RECEPTORS"	-0.243362182778348	1	239	12	0
"SHC MEDIATED SIGNALLING"	-0.243362182778348	1	239	12	0
"SHC RELATED EVENTS"	-0.243362182778348	1	239	13	0
"SIGNAL ATTENUATION"	-0.243362182778348	1	239	10	0
"SIGNALING BY BMP"	-0.243362182778348	1	239	23	0
"SIGNALING BY EGFR"	-0.243362182778348	1	239	48	0
"SIGNALING BY PDGF"	-0.243362182778348	1	239	64	0
"SIGNALING BY ROBO RECEPTOR"	-0.243362182778348	1	239	32	0
"SIGNALING BY TGF BETA"	-0.243362182778348	1	239	15	0
"SIGNALING BY VEGF"	-0.243362182778348	1	239	11	0
"SIGNALING BY WNT"	-0.243362182778348	1	239	58	0
"SIGNALLING TO ERKS"	-0.243362182778348	1	239	34	0
"SIGNALLING TO P38 VIA RIT AND RIN"	-0.243362182778348	1	239	14	0
"SIGNALLING TO RAS"	-0.243362182778348	1	239	26	0
"SNRNP ASSEMBLY"	-0.243362182778348	1	239	48	0
"SOS MEDIATED SIGNALLING"	-0.243362182778348	1	239	13	0
"SPHINGOLIPID METABOLISM"	-0.243362182778348	1	239	32	0
"STEROID HORMONE BIOSYNTHESIS"	-0.243362182778348	1	239	14	0
"STEROID HORMONES"	-0.243362182778348	1	239	21	0
"STEROID METABOLISM"	-0.243362182778348	1	239	62	0
"STRIATED MUSCLE CONTRACTION"	-0.243362182778348	1	239	29	0
"SYNTHESIS OF BILE ACIDS AND BILE SALTS"	-0.243362182778348	1	239	19	0
"SYNTHESIS OF BILE ACIDS AND BILE SALTS VIA 24 HYDROXYCHOLESTEROL"	-0.243362182778348	1	239	10	0
"SYNTHESIS OF BILE ACIDS AND BILE SALTS VIA 7ALPHA HYDROXYCHOLESTEROL"	-0.243362182778348	1	239	15	0
"SYNTHESIS OF GLYCOSYLPHOSPHATIDYLINOSITOL"	-0.243362182778348	1	239	17	0
"SYNTHESIS OF GPI ANCHORED PROTEINS"	-0.243362182778348	1	239	26	0
"TCR SIGNALING"	-0.243362182778348	1	239	60	0
"TIE2 SIGNALING"	-0.243362182778348	1	239	18	0
"TIGHT JUNCTION INTERACTIONS"	-0.243362182778348	1	239	29	0
"TOLL LIKE RECEPTOR 3 CASCADE"	-0.243362182778348	1	239	59	0
"TOLL LIKE RECEPTOR 4 CASCADE"	-0.243362182778348	1	239	27	0
"TOLL LIKE RECEPTOR 9 CASCADE"	-0.243362182778348	1	239	23	0
"TOLL RECEPTOR CASCADES"	-0.243362182778348	1	239	85	0
"TRAF6 MEDIATED INDUCTION OF THE ANTIVIRAL CYTOKINE IFN ALPHA BETA CASCADE"	-0.243362182778348	1	239	53	0
"TRAFFICKING OF GLUR2 CONTAINING AMPA RECEPTORS"	-0.243362182778348	1	239	15	0
"TRANSFORMATION OF LANOSTEROL TO CHOLESTEROL"	-0.243362182778348	1	239	10	0
"TRANSLOCATION OF ZAP70 TO IMMUNOLOGICAL SYNAPSE"	-0.243362182778348	1	239	20	0
"TRANSPORT OF MATURE MRNA DERIVED FROM AN INTRON CONTAINING TRANSCRIPT"	-0.243362182778348	1	239	50	0
"TRIACYLGLYCERIDE BIOSYNTHESIS"	-0.243362182778348	1	239	13	0
"UNWINDING OF DNA"	-0.243362182778348	1	239	11	0
"VIF MEDIATED DEGRADATION OF APOBEC3G"	-0.243362182778348	1	239	47	0
"VIRAL DSRNA TLR3 TRIF COMPLEX ACTIVATES RIP1"	-0.243362182778348	1	239	12	0
"VPR MEDIATED NUCLEAR IMPORT OF PICS"	-0.243362182778348	1	239	30	0
"XENOBIOTICS"	-0.243362182778348	1	239	15	0
"ACTIVATION OF RAC"	-0.243362182778348	1	239	14	0
"PP2A MEDIATED DEPHOSPHORYLATION OF KEY METABOLIC FACTORS"	-0.243362182778348	1	239	10	0
"REGULATION OF RHEB GTPASE ACTIVITY BY AMPK"	-0.243362182778348	1	239	10	0
"ACTIVATION OF THE AP1 FAMILY OF TRANSCRIPTION FACTORS"	-0.243362182778348	1	239	10	0
"TRANSPORT OF RIBONUCLEOPROTEINS INTO THE HOST NUCLEUS"	-0.243362182778348	1	239	28	0
"BOTULINUM NEUROTOXICITY"	-0.243362182778348	1	239	18	0
"JNK PHOSPHORYLATION AND ACTIVATION MEDIATED BY ACTIVATED HUMAN TAK1"	-0.243362182778348	1	239	12	0
"CREB PHOPHORYLATION THROUGH THE ACTIVATION OF RAS"	-0.243362182778348	1	239	23	0
"POST NMDA RECEPTOR ACTIVATION EVENTS"	-0.243362182778348	1	239	29	0
"RAS ACTIVATION UOPN CA2 INFUX THROUGH NMDA RECEPTOR"	-0.243362182778348	1	239	15	0
"CDC6 ASSOCIATION WITH THE ORC:ORIGIN COMPLEX"	-0.243362182778348	1	239	11	0
"CELLEXTRACELLULAR MATRIX INTERACTIONS"	-0.243362182778348	1	239	16	0
"GLUCOSE TRANSPORT"	-0.243362182778348	1	239	36	0
"DEADENYLATION OF MRNA"	-0.243362182778348	1	239	22	0
"BETACATENIN PHOSPHORYLATION CASCADE"	-0.243362182778348	1	239	13	0
"MRNA DECAY BY 5 TO 3 EXORIBONUCLEASE"	-0.243362182778348	1	239	12	0
"AMINE COMPOUND SLC TRANSPORTERS"	-0.243362182778348	1	239	28	0
"BILE SALT AND ORGANIC ANION SLC TRANSPORTERS"	-0.243362182778348	1	239	12	0
"REGULATION OF INSULIN SECRETION BY FREE FATTY ACIDS"	-0.243362182778348	1	239	19	0
"FRS2MEDIATED CASCADE"	-0.243362182778348	1	239	26	0
"GAP JUNCTION TRAFFICKING"	-0.243362182778348	1	239	21	0
"REGULATION OF GLUCOKINASE BY GLUCOKINASE REGULATORY PROTEIN"	-0.243362182778348	1	239	28	0
"GLUCURONIDATION"	-0.243362182778348	1	239	19	0
"PYRIMIDINE CATABOLISM"	-0.243362182778348	1	239	10	0
"ACTIVATION OF CHAPERONES BY IRE1 ALPHA"	-0.243362182778348	1	239	10	0
"IONOTROPIC ACTIVITY OF KAINATE RECEPTORS"	-0.243362182778348	1	239	10	0
"ERKS ARE INACTIVATED"	-0.243362182778348	1	239	12	0
"MAP KINASES ACTIVATION IN TLR CASCADE"	-0.243362182778348	1	239	44	0
"RETROGRADE NEUROTROPHIN SIGNALLING"	-0.243362182778348	1	239	12	0
"HUMAN TAK1 ACTIVATES NFKB BY PHOSPHORYLATION AND ACTIVATION OF IKKS COMPLEX"	-0.243362182778348	1	239	15	0
"ACTIVATION OF NMDA RECEPTOR UPON GLUTAMATE BINDING AND POSTSYNAPTIC EVENTS"	-0.243362182778348	1	239	33	0
"ACTIVATED TAK1 MEDIATES P38 MAPK ACTIVATION"	-0.243362182778348	1	239	13	0
"VITAMIN B5 (PANTOTHENATE) METABOLISM"	-0.243362182778348	1	239	11	0
"METAL ION SLC TRANSPORTERS"	-0.243362182778348	1	239	22	0
"SHCMEDIATED CASCADE"	-0.243362182778348	1	239	20	0
"PI3K CASCADE"	-0.243362182778348	1	239	36	0
"DEPOLARIZATION OF THE PRESYNAPTIC TERMINAL TRIGGERS THE OPENING OF CALCIUM CHANNELS"	-0.243362182778348	1	239	12	0
"GAP JUNCTION ASSEMBLY"	-0.243362182778348	1	239	13	0
"ASSOCIATION OF LICENSING FACTORS WITH THE PREREPLICATIVE COMPLEX"	-0.243362182778348	1	239	12	0
"REGULATION OF PYRUVATE DEHYDROGENASE COMPLEX"	-0.243362182778348	1	239	12	0
"PURINE RIBONUCLEOSIDE MONOPHOSPHATE BIOSYNTHESIS"	-0.243362182778348	1	239	11	0
"NA CL DEPENDENT NEUROTRANSMITTER TRANSPORTERS"	-0.243362182778348	1	239	18	0
"AMINO ACID SYNTHESIS AND INTERCONVERSION"	-0.243362182778348	1	239	12	0
"TRANSPORT OF THE SLBP INDEPENDENT MATURE MRNA"	-0.243362182778348	1	239	31	0
"ASSOCIATION OF TRIC CCT WITH TARGET PROTEINS DURING BIOSYNTHESIS"	-0.243362182778348	1	239	28	0
"PROTEOLYTIC CLEAVAGE OF SNARE COMPLEX PROTEINS"	-0.243362182778348	1	239	16	0
"ZINC TRANSPORTATION"	-0.243362182778348	1	239	16	0
"CELL JUNCTION ORGANIZATION"	-0.243362182778348	1	239	83	0
"MYOGENESSIS"	-0.243362182778348	1	239	29	0
"MAPK TARGETS NUCLEAR EVENTS MEDIATED BY MAP KINASES"	-0.243362182778348	1	239	30	0
"DOWNSTREAM SIGNALING OF ACTIVATED FGFR"	-0.243362182778348	1	239	41	0
"CREB PHOSPHORYLATION THROUGH THE ACTIVATION OF CAMKII"	-0.243362182778348	1	239	13	0
"PHOSPHOLIPASE CMEDIATED CASCADE"	-0.243362182778348	1	239	22	0
"GO:0000085~G2 phase of mitotic cell cycle"	2.54835557673975	0.0275281713152601	239	10	3
"GO:0007052~mitotic spindle organization"	2.09835557673975	0.00842881806429354	239	16	4
"GO:0007091~mitotic metaphase/anaphase transition"	2.09835557673975	0.0421778319384321	239	12	3
"GO:0000070~mitotic sister chromatid segregation"	1.96600263556328	0.0104105094633004	239	17	4
"GO:0007076~mitotic chromosome condensation"	1.92527865366283	0.051253790565857	239	13	3
"GO:0042026~protein refolding"	1.64835557673975	0.403272478905839	239	10	2
"GO:0009607~response to biotic stimulus"	1.48471921310339	0.450185907928058	239	11	2
"GO:0042273~ribosomal large subunit biogenesis"	1.48471921310339	0.450185907928058	239	11	2
"GO:0007051~spindle organization"	1.4365908708574	0.107492735375121	239	17	3
"GO:0031572~G2/M transition DNA damage checkpoint"	1.4135729680441	0.0275281713152601	239	23	4
"GO:0042274~ribosomal small subunit biogenesis"	1.34835557673975	0.505388287838943	239	12	2
"GO:0043039~tRNA aminoacylation"	1.34835557673975	0.505388287838943	239	12	2
"GO:0071777~positive regulation of cell cycle cytokinesis"	1.23297096135514	0.57027088565067	239	13	2
"GO:0019083~viral transcription"	1.20882069301882	3.60674171306854e-08	239	87	14
"GO:0000087~M phase of mitotic cell cycle"	1.20319428641717	6.48845171421989e-08	239	93	14
"GO:0019058~viral infectious cycle"	1.18878110865465	1.49044739652916e-08	239	95	15
"GO:0000077~DNA damage checkpoint"	1.18168891007309	0.0432313275926262	239	27	4
"GO:0000236~mitotic prometaphase"	1.14956039601686	1.31109641606077e-06	239	83	12
"GO:0007093~mitotic cell cycle checkpoint"	1.13406986245404	0.615172197508362	239	14	2
"GO:0006978~DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator"	1.13406986245404	0.615172197508362	239	14	2
"GO:0006839~mitochondrial transport"	1.13406986245404	0.615172197508362	239	14	2
"GO:0006415~translational termination"	1.12009470717453	6.48845171421989e-08	239	93	14
"GO:0007067~mitosis"	1.10642009286878	4.16657651216666e-14	239	186	26
"GO:0006614~SRP-dependent cotranslational protein targeting to membrane"	1.05371271959689	1.49044739652916e-08	239	113	16
"GO:0030261~chromosome condensation"	1.04835557673975	0.659160161708606	239	15	2
"GO:0070542~response to fatty acid"	1.04835557673975	0.659160161708606	239	15	2
"GO:0045862~positive regulation of proteolysis"	1.04835557673975	0.659160161708606	239	15	2
"GO:0006414~translational elongation"	1.03017375855793	1.36137189894209e-07	239	100	14
"GO:0007059~chromosome segregation"	1.00964589932040	0.000769199649978964	239	62	8
"GO:0006958~complement activation, classical pathway"	0.919784148168323	0.0306842851959934	239	42	5
"GO:0007126~meiosis"	0.907179106151517	0.0120924075085678	239	51	6
