"Annotation (pathway/process)"	"XD-score"	"Fisher q-value"	"Gene set size"	"Pathway size"	"Overlap size"
"REGULATION OF INSULIN SECRETION"	-0.0194245508229678	1	255	210	4
"GLUCOSE REGULATION OF INSULIN SECRETION"	-0.0210418014968222	1	255	159	3
"GOLGI ASSOCIATED VESICLE BIOGENESIS"	-0.0210418014968222	1	255	53	1
"HEMOSTASIS"	-0.0216801899207121	1	255	266	5
"PLATELET ACTIVATION"	-0.0221031222515392	1	255	160	3
"G ALPHA 12 13 SIGNALLING EVENTS"	-0.0241864555848725	1	255	54	1
"CELL CYCLE CHECKPOINTS"	-0.0257155075726401	1	255	109	2
"INTEGRATION OF ENERGY METABOLISM"	-0.0315610868533091	1	255	226	4
"PLATELET ACTIVATION TRIGGERS"	-0.032958385409434	1	255	57	1
"TELOMERE MAINTENANCE"	-0.032958385409434	1	255	57	1
"CYCLIN E ASSOCIATED EVENTS DURING G1 S TRANSITION "	-0.0356807084584358	1	255	58	1
"G ALPHA I SIGNALLING EVENTS"	-0.0356807084584358	1	255	174	3
"SIGNALING BY WNT"	-0.0356807084584358	1	255	58	1
"FORMATION OF PLATELET PLUG"	-0.0400151334247236	1	255	179	3
"CLATHRIN DERIVED VESICLE BUDDING"	-0.0408531222515392	1	255	60	1
"LOSS OF NLP FROM MITOTIC CENTROSOMES"	-0.0408531222515392	1	255	60	1
"RHO GTPASE CYCLE"	-0.044511658836905	1	255	123	2
"CDC20 PHOSPHO APC MEDIATED DEGRADATION OF CYCLIN A"	-0.0456918319289585	1	255	62	1
"COSTIMULATION BY THE CD28 FAMILY"	-0.0523915837900006	1	255	65	1
"SEMAPHORIN INTERACTIONS"	-0.0544894858879028	1	255	66	1
"NCAM SIGNALING FOR NEURITE OUT GROWTH"	-0.0585001810750686	1	255	68	1
"CENTROSOME MATURATION"	-0.0604183396428434	1	255	69	1
"METABLISM OF NUCLEOTIDES"	-0.0622816936801105	1	255	70	1
"REGULATION OF APC ACTIVATORS BETWEEN G1 S AND EARLY ANAPHASE"	-0.0622816936801105	1	255	70	1
"DNA REPLICATION PRE INITIATION"	-0.0724320696199603	1	255	76	1
"AXON GUIDANCE"	-0.0783531222515392	1	255	160	2
"G2 M TRANSITION"	-0.0783531222515392	1	255	80	1
"INTEGRIN CELL SURFACE INTERACTIONS"	-0.0783531222515392	1	255	80	1
"CLASS B2 SECRETIN FAMILY RECEPTORS"	-0.0849707693103626	1	255	85	1
"RNA POLYMERASE I III AND MITOCHONDRIAL TRANSCRIPTION"	-0.0874048463894702	1	255	87	1
"DNA REPAIR"	-0.102617828133892	1	255	102	1
"S PHASE"	-0.10347448147484	1	255	103	1
"MRNA SPLICING"	-0.106740972718829	1	255	107	1
"DOWNSTREAM EVENTS IN GPCR SIGNALING"	-0.108661341429621	1	255	438	4
"G ALPHA S SIGNALLING EVENTS"	-0.117682390544222	1	255	123	1
"GPCR LIGAND BINDING"	-0.120357038700625	1	255	383	3
"APOPTOSIS"	-0.121085680391074	1	255	129	1
"ELONGATION AND PROCESSING OF CAPPED TRANSCRIPTS"	-0.123183949319208	1	255	133	1
"PROCESSING OF CAPPED INTRON CONTAINING PRE MRNA"	-0.125159691594605	1	255	137	1
"CLASS A1 RHODOPSIN LIKE RECEPTORS"	-0.127248881968854	1	255	283	2
"FORMATION AND MATURATION OF MRNA TRANSCRIPT"	-0.131250473244917	1	255	151	1
"G ALPHA Q SIGNALLING EVENTS"	-0.132411563809981	1	255	154	1
"TRANSCRIPTION"	-0.135975073471051	1	255	164	1
"ABORTIVE ELONGATION OF HIV1 TRANSCRIPT IN THE ABSENCE OF TAT"	-0.190853122251539	1	255	23	0
"ACETYLCHOLINE NEUROTRANSMITTER RELEASE CYCLE"	-0.190853122251539	1	255	11	0
"ACTIVATED AMPK STIMULATES FATTY ACID OXIDATION IN MUSCLE"	-0.190853122251539	1	255	17	0
"ACTIVATION OF BH3 ONLY PROTEINS"	-0.190853122251539	1	255	16	0
"ADENYLATE CYCLASE ACTIVATING PATHWAY"	-0.190853122251539	1	255	11	0
"ADHERENS JUNCTIONS INTERACTIONS"	-0.190853122251539	1	255	29	0
"AMINE DERIVED HORMONES"	-0.190853122251539	1	255	11	0
"AMINE LIGAND BINDING RECEPTORS"	-0.190853122251539	1	255	40	0
"APOPTOTIC CLEAVAGE OF CELL ADHESION PROTEINS"	-0.190853122251539	1	255	11	0
"APOPTOTIC EXECUTION PHASE"	-0.190853122251539	1	255	48	0
"AUTODEGRADATION OF CDH1 BY CDH1 APC"	-0.190853122251539	1	255	57	0
"BASE EXCISION REPAIR"	-0.190853122251539	1	255	18	0
"BASE FREE SUGAR PHOSPHATE REMOVAL VIA THE SINGLE NUCLEOTIDE REPLACEMENT PATHWAY"	-0.190853122251539	1	255	10	0
"BIOLOGICAL OXIDATIONS"	-0.190853122251539	1	255	123	0
"BRANCHED CHAIN AMINO ACID CATABOLISM"	-0.190853122251539	1	255	17	0
"CALCITONIN LIKE LIGAND RECEPTORS"	-0.190853122251539	1	255	10	0
"CASPASE MEDIATED CLEAVAGE OF CYTOSKELETAL PROTEINS"	-0.190853122251539	1	255	12	0
"CD28 CO STIMULATION"	-0.190853122251539	1	255	28	0
"CD28 DEPENDENT PI3K AKT SIGNALING"	-0.190853122251539	1	255	19	0
"CD28 DEPENDENT VAV1 PATHWAY"	-0.190853122251539	1	255	11	0
"CDT1 ASSOCIATION WITH THE CDC6 ORC ORIGIN COMPLEX"	-0.190853122251539	1	255	52	0
"CELL CELL ADHESION SYSTEMS"	-0.190853122251539	1	255	58	0
"CHAPERONIN MEDIATED PROTEIN FOLDING"	-0.190853122251539	1	255	47	0
"CHEMOKINE RECEPTORS BIND CHEMOKINES"	-0.190853122251539	1	255	54	0
"CHOLESTEROL BIOSYNTHESIS"	-0.190853122251539	1	255	21	0
"CLASS C3 METABOTROPIC GLUTAMATE PHEROMONE RECEPTORS"	-0.190853122251539	1	255	15	0
"COLLAGEN MEDIATED ACTIVATION CASCADE"	-0.190853122251539	1	255	21	0
"CRMPS IN SEMA3A SIGNALING"	-0.190853122251539	1	255	16	0
"CYCLIN A1 ASSOCIATED EVENTS DURING G2 M TRANSITION"	-0.190853122251539	1	255	13	0
"CYTOCHROME P450 ARRANGED BY SUBSTRATE TYPE"	-0.190853122251539	1	255	47	0
"CYTOSOLIC SULFONATION OF SMALL MOLECULES"	-0.190853122251539	1	255	10	0
"DEATH RECEPTOR SIGNALLING"	-0.190853122251539	1	255	13	0
"DNA STRAND ELONGATION"	-0.190853122251539	1	255	31	0
"DOPAMINE NEUROTRANSMITTER RELEASE CYCLE"	-0.190853122251539	1	255	13	0
"DOUBLE STRAND BREAK REPAIR"	-0.190853122251539	1	255	20	0
"DOWN STREAM SIGNAL TRANSDUCTION"	-0.190853122251539	1	255	35	0
"DOWNSTREAM TCR SIGNALING"	-0.190853122251539	1	255	43	0
"DUAL INCISION REACTION IN GG NER"	-0.190853122251539	1	255	19	0
"DUAL INCISION REACTION IN TC NER"	-0.190853122251539	1	255	27	0
"E2F MEDIATED REGULATION OF DNA REPLICATION"	-0.190853122251539	1	255	32	0
"E2F TRANSCRIPTIONAL TARGETS AT G1 S"	-0.190853122251539	1	255	21	0
"EARLY PHASE OF HIV LIFE CYCLE"	-0.190853122251539	1	255	13	0
"EGFR DOWNREGULATION"	-0.190853122251539	1	255	24	0
"EICOSANOID LIGAND BINDING RECEPTORS"	-0.190853122251539	1	255	15	0
"ENDOGENOUS STEROLS"	-0.190853122251539	1	255	14	0
"EXTENSION OF TELOMERES"	-0.190853122251539	1	255	28	0
"FGFR LIGAND BINDING AND ACTIVATION"	-0.190853122251539	1	255	26	0
"FORMATION OF ATP BY CHEMIOSMOTIC COUPLING"	-0.190853122251539	1	255	15	0
"FORMATION OF THE EARLY ELONGATION COMPLEX"	-0.190853122251539	1	255	31	0
"FORMATION OF TUBULIN FOLDING INTERMEDIATES BY CCT TRIC"	-0.190853122251539	1	255	20	0
"FRS2 MEDIATED ACTIVATION"	-0.190853122251539	1	255	16	0
"FURTHER PLATELET RELEASATE"	-0.190853122251539	1	255	21	0
"G ALPHA Z SIGNALLING EVENTS"	-0.190853122251539	1	255	14	0
"G1 PHASE"	-0.190853122251539	1	255	16	0
"GAB1 SIGNALOSOME"	-0.190853122251539	1	255	11	0
"GAMMA CARBOXYLATION TRANSPORT AND AMINO TERMINAL CLEAVAGE OF PROTEINS"	-0.190853122251539	1	255	10	0
"GENERATION OF SECOND MESSENGER MOLECULES"	-0.190853122251539	1	255	33	0
"GENES INVOLVED IN APOPTOTIC CLEAVAGE OF CELLULAR PROTEINS"	-0.190853122251539	1	255	37	0
"GLOBAL GENOMIC NER"	-0.190853122251539	1	255	32	0
"GLUCONEOGENESIS"	-0.190853122251539	1	255	31	0
"GLUTATHIONE CONJUGATION"	-0.190853122251539	1	255	17	0
"GLYCOLYSIS"	-0.190853122251539	1	255	22	0
"GRB2 EVENTS IN EGFR SIGNALING"	-0.190853122251539	1	255	13	0
"GRB2 SOS PROVIDES LINKAGE TO MAPK SIGNALING FOR INTERGRINS "	-0.190853122251539	1	255	15	0
"HDL MEDIATED LIPID TRANSPORT"	-0.190853122251539	1	255	11	0
"HIV INFECTION"	-0.190853122251539	1	255	180	0
"HIV LIFE CYCLE"	-0.190853122251539	1	255	100	0
"HIV1 TRANSCRIPTION ELONGATION"	-0.190853122251539	1	255	40	0
"HIV1 TRANSCRIPTION INITIATION"	-0.190853122251539	1	255	38	0
"HOMOLOGOUS RECOMBINATION REPAIR"	-0.190853122251539	1	255	14	0
"HOST INTERACTIONS OF HIV FACTORS"	-0.190853122251539	1	255	118	0
"INTEGRIN ALPHAIIBBETA3 SIGNALING"	-0.190853122251539	1	255	23	0
"INTRINSIC PATHWAY"	-0.190853122251539	1	255	17	0
"IRS RELATED EVENTS"	-0.190853122251539	1	255	77	0
"LAGGING STRAND SYNTHESIS"	-0.190853122251539	1	255	20	0
"LATE PHASE OF HIV LIFE CYCLE"	-0.190853122251539	1	255	87	0
"LYSOSOME VESICLE BIOGENESIS"	-0.190853122251539	1	255	24	0
"M G1 TRANSITION"	-0.190853122251539	1	255	61	0
"METABOLISM OF NITRIC OXIDE"	-0.190853122251539	1	255	11	0
"MICRORNA BIOGENESIS"	-0.190853122251539	1	255	18	0
"MRNA 3 END PROCESSING"	-0.190853122251539	1	255	34	0
"MRNA PROCESSING"	-0.190853122251539	1	255	31	0
"MRNA SPLICING MINOR PATHWAY"	-0.190853122251539	1	255	42	0
"MTOR SIGNALLING"	-0.190853122251539	1	255	27	0
"MTORC1 MEDIATED SIGNALLING"	-0.190853122251539	1	255	11	0
"MUSCLE CONTRACTION"	-0.190853122251539	1	255	47	0
"NEF MEDIATED DOWNREGULATION OF MHC CLASS I COMPLEX CELL SURFACE EXPRESSION"	-0.190853122251539	1	255	10	0
"NEF MEDIATES DOWN MODULATION OF CELL SURFACE RECEPTORS BY RECRUITING THEM TO CLATHRIN ADAPT"	-0.190853122251539	1	255	21	0
"NF KB IS ACTIVATED AND SIGNALS SURVIVAL"	-0.190853122251539	1	255	10	0
"NOREPINEPHRINE NEUROTRANSMITTER RELEASE CYCLE"	-0.190853122251539	1	255	12	0
"NOTCH HLH TRANSCRIPTION PATHWAY"	-0.190853122251539	1	255	13	0
"NRAGE SIGNALS DEATH THROUGH JNK"	-0.190853122251539	1	255	47	0
"NUCLEAR IMPORT OF REV PROTEIN"	-0.190853122251539	1	255	29	0
"NUCLEAR RECEPTOR TRANSCRIPTION PATHWAY"	-0.190853122251539	1	255	50	0
"NUCLEOTIDE EXCISION REPAIR"	-0.190853122251539	1	255	48	0
"OLFACTORY SIGNALING PATHWAY"	-0.190853122251539	1	255	316	0
"ORC1 REMOVAL FROM CHROMATIN"	-0.190853122251539	1	255	63	0
"OTHER SEMAPHORIN INTERACTIONS"	-0.190853122251539	1	255	16	0
"P130CAS LINKAGE TO MAPK SIGNALING FOR INTEGRINS"	-0.190853122251539	1	255	15	0
"P2Y RECEPTORS"	-0.190853122251539	1	255	13	0
"P38MAPK EVENTS"	-0.190853122251539	1	255	13	0
"P53 INDEPENDENT DNA DAMAGE RESPONSE"	-0.190853122251539	1	255	43	0
"P75NTR RECRUITS SIGNALLING COMPLEXES"	-0.190853122251539	1	255	10	0
"P75NTR SIGNALS VIA NFKB"	-0.190853122251539	1	255	13	0
"PD1 SIGNALING"	-0.190853122251539	1	255	25	0
"PECAM1 INTERACTIONS"	-0.190853122251539	1	255	10	0
"PEPTIDE LIGAND BINDING RECEPTORS"	-0.190853122251539	1	255	172	0
"PHASE 1 FUNCTIONALIZATION"	-0.190853122251539	1	255	15	0
"PHASE 1 FUNCTIONALIZATION OF COMPOUNDS"	-0.190853122251539	1	255	64	0
"PHASE II CONJUGATION"	-0.190853122251539	1	255	59	0
"PHOSPHORYLATION OF CD3 AND TCR ZETA CHAINS"	-0.190853122251539	1	255	22	0
"PHOSPHORYLATION OF THE APC"	-0.190853122251539	1	255	16	0
"PLATELET ADHESION TO EXPOSED COLLAGEN"	-0.190853122251539	1	255	13	0
"PLATELET AGGREGATION PLUG FORMATION"	-0.190853122251539	1	255	26	0
"POLYMERASE SWITCHING"	-0.190853122251539	1	255	14	0
"POST TRANSLATIONAL PROTEIN MODIFICATION"	-0.190853122251539	1	255	40	0
"PREFOLDIN MEDIATED TRANSFER OF SUBSTRATE TO CCT TRIC"	-0.190853122251539	1	255	26	0
"PROSTANOID HORMONES"	-0.190853122251539	1	255	11	0
"PURINE METABOLISM"	-0.190853122251539	1	255	30	0
"PURINE SALVAGE REACTIONS"	-0.190853122251539	1	255	12	0
"PYRIMIDINE METABOLISM"	-0.190853122251539	1	255	22	0
"RECRUITMENT OF NUMA TO MITOTIC CENTROSOMES"	-0.190853122251539	1	255	10	0
"RECYCLING OF BILE ACIDS AND SALTS"	-0.190853122251539	1	255	11	0
"REGULATION OF INSULIN LIKE GROWTH FACTOR ACTIVITY BY INSULIN LIKE GROWTH FACTOR BINDING PRO"	-0.190853122251539	1	255	17	0
"REGULATION OF INSULIN SECRETION BY ACETYLCHOLINE"	-0.190853122251539	1	255	21	0
"REMOVAL OF DNA PATCH CONTAINING ABASIC RESIDUE"	-0.190853122251539	1	255	15	0
"REMOVAL OF THE FLAP INTERMEDIATE"	-0.190853122251539	1	255	14	0
"REMOVAL OF THE FLAP INTERMEDIATE FROM THE C STRAND"	-0.190853122251539	1	255	10	0
"REPAIR SYNTHESIS OF PATCH 27 30 BASES LONG BY DNA POLYMERASE"	-0.190853122251539	1	255	15	0
"RESOLUTION OF AP SITES VIA THE SINGLE NUCLEOTIDE REPLACEMENT PATHWAY"	-0.190853122251539	1	255	12	0
"REV MEDIATED NUCLEAR EXPORT OF HIV1 RNA"	-0.190853122251539	1	255	29	0
"RNA POL II CTD PHOSPHORYLATION AND INTERACTION WITH CE"	-0.190853122251539	1	255	25	0
"RNA POLYMERASE I CHAIN ELONGATION"	-0.190853122251539	1	255	22	0
"RNA POLYMERASE I PROMOTER ESCAPE"	-0.190853122251539	1	255	19	0
"RNA POLYMERASE I TRANSCRIPTION INITIATION"	-0.190853122251539	1	255	23	0
"RNA POLYMERASE I TRANSCRIPTION TERMINATION"	-0.190853122251539	1	255	20	0
"RNA POLYMERASE II TRANSCRIPTION"	-0.190853122251539	1	255	91	0
"RNA POLYMERASE III CHAIN ELONGATION"	-0.190853122251539	1	255	12	0
"RNA POLYMERASE III TRANSCRIPTION"	-0.190853122251539	1	255	33	0
"RNA POLYMERASE III TRANSCRIPTION INITIATION"	-0.190853122251539	1	255	28	0
"RNA POLYMERASE III TRANSCRIPTION INITIATION FROM TYPE 2 PROMOTER"	-0.190853122251539	1	255	20	0
"RNA POLYMERASE III TRANSCRIPTION INITIATION FROM TYPE 3 PROMOTER"	-0.190853122251539	1	255	21	0
"RNA POLYMERASE III TRANSCRIPTION TERMINATION"	-0.190853122251539	1	255	17	0
"SEMA3A PAK DEPENDENT AXON REPULSION"	-0.190853122251539	1	255	15	0
"SEMA3A PLEXIN REPULSION SIGNALING BY INHIBITING INTEGRIN ADHESION"	-0.190853122251539	1	255	14	0
"SEROTONIN NEUROTRANSMITTER RELEASE CYCLE"	-0.190853122251539	1	255	13	0
"SEROTONIN RECEPTORS"	-0.190853122251539	1	255	12	0
"SHC MEDIATED SIGNALLING"	-0.190853122251539	1	255	12	0
"SHC RELATED EVENTS"	-0.190853122251539	1	255	13	0
"SIGNAL ATTENUATION"	-0.190853122251539	1	255	10	0
"SIGNALING BY BMP"	-0.190853122251539	1	255	23	0
"SIGNALING BY EGFR"	-0.190853122251539	1	255	48	0
"SIGNALING BY ROBO RECEPTOR"	-0.190853122251539	1	255	32	0
"SIGNALING BY TGF BETA"	-0.190853122251539	1	255	15	0
"SIGNALING BY VEGF"	-0.190853122251539	1	255	11	0
"SIGNALLING TO ERKS"	-0.190853122251539	1	255	34	0
"SIGNALLING TO P38 VIA RIT AND RIN"	-0.190853122251539	1	255	14	0
"SIGNALLING TO RAS"	-0.190853122251539	1	255	26	0
"SNRNP ASSEMBLY"	-0.190853122251539	1	255	48	0
"SOS MEDIATED SIGNALLING"	-0.190853122251539	1	255	13	0
"STRIATED MUSCLE CONTRACTION"	-0.190853122251539	1	255	29	0
"SYNTHESIS OF DNA"	-0.190853122251539	1	255	89	0
"SYNTHESIS OF GLYCOSYLPHOSPHATIDYLINOSITOL"	-0.190853122251539	1	255	17	0
"SYNTHESIS OF GPI ANCHORED PROTEINS"	-0.190853122251539	1	255	26	0
"TAT MEDIATED HIV1 ELONGATION ARREST AND RECOVERY"	-0.190853122251539	1	255	30	0
"TCR SIGNALING"	-0.190853122251539	1	255	60	0
"THE ROLE OF NEF IN HIV1 REPLICATION AND DISEASE PATHOGENESIS"	-0.190853122251539	1	255	28	0
"TIE2 SIGNALING"	-0.190853122251539	1	255	18	0
"TIGHT JUNCTION INTERACTIONS"	-0.190853122251539	1	255	29	0
"TRAFFICKING OF AMPA RECEPTORS"	-0.190853122251539	1	255	29	0
"TRAFFICKING OF GLUR2 CONTAINING AMPA RECEPTORS"	-0.190853122251539	1	255	15	0
"TRANSCRIPTION COUPLED NER"	-0.190853122251539	1	255	43	0
"TRANSCRIPTION OF THE HIV GENOME"	-0.190853122251539	1	255	58	0
"TRANSFORMATION OF LANOSTEROL TO CHOLESTEROL"	-0.190853122251539	1	255	10	0
"TRANSLOCATION OF ZAP70 TO IMMUNOLOGICAL SYNAPSE"	-0.190853122251539	1	255	20	0
"TRANSPORT OF MATURE MRNA DERIVED FROM AN INTRON CONTAINING TRANSCRIPT"	-0.190853122251539	1	255	50	0
"UNWINDING OF DNA"	-0.190853122251539	1	255	11	0
"VIF MEDIATED DEGRADATION OF APOBEC3G"	-0.190853122251539	1	255	47	0
"VIRAL DSRNA TLR3 TRIF COMPLEX ACTIVATES RIP1"	-0.190853122251539	1	255	12	0
"VIRAL MESSENGER RNA SYNTHESIS"	-0.190853122251539	1	255	14	0
"VPR MEDIATED NUCLEAR IMPORT OF PICS"	-0.190853122251539	1	255	30	0
"XENOBIOTICS"	-0.190853122251539	1	255	15	0
"ACTIVATION OF RAC"	-0.190853122251539	1	255	14	0
"PP2A MEDIATED DEPHOSPHORYLATION OF KEY METABOLIC FACTORS"	-0.190853122251539	1	255	10	0
"REGULATION OF RHEB GTPASE ACTIVITY BY AMPK"	-0.190853122251539	1	255	10	0
"TRANSPORT OF RIBONUCLEOPROTEINS INTO THE HOST NUCLEUS"	-0.190853122251539	1	255	28	0
"BOTULINUM NEUROTOXICITY"	-0.190853122251539	1	255	18	0
"JNK PHOSPHORYLATION AND ACTIVATION MEDIATED BY ACTIVATED HUMAN TAK1"	-0.190853122251539	1	255	12	0
"RAS ACTIVATION UOPN CA2 INFUX THROUGH NMDA RECEPTOR"	-0.190853122251539	1	255	15	0
"CDC6 ASSOCIATION WITH THE ORC:ORIGIN COMPLEX"	-0.190853122251539	1	255	11	0
"CELLEXTRACELLULAR MATRIX INTERACTIONS"	-0.190853122251539	1	255	16	0
"GLUCOSE TRANSPORT"	-0.190853122251539	1	255	36	0
"DEADENYLATION OF MRNA"	-0.190853122251539	1	255	22	0
"MRNA DECAY BY 5 TO 3 EXORIBONUCLEASE"	-0.190853122251539	1	255	12	0
"REGULATION OF INSULIN SECRETION BY FREE FATTY ACIDS"	-0.190853122251539	1	255	19	0
"FRS2MEDIATED CASCADE"	-0.190853122251539	1	255	26	0
"GAP JUNCTION TRAFFICKING"	-0.190853122251539	1	255	21	0
"REGULATION OF GLUCOKINASE BY GLUCOKINASE REGULATORY PROTEIN"	-0.190853122251539	1	255	28	0
"GLUCURONIDATION"	-0.190853122251539	1	255	19	0
"EFFECTS OF PIP2 HYDROLYSIS"	-0.190853122251539	1	255	15	0
"PYRIMIDINE CATABOLISM"	-0.190853122251539	1	255	10	0
"ACTIVATION OF CHAPERONES BY IRE1 ALPHA"	-0.190853122251539	1	255	10	0
"IONOTROPIC ACTIVITY OF KAINATE RECEPTORS"	-0.190853122251539	1	255	10	0
"STABILIZATION OF P53"	-0.190853122251539	1	255	46	0
"REGULATION OF AMPK ACTIVITY VIA LKB1"	-0.190853122251539	1	255	14	0
"ERKS ARE INACTIVATED"	-0.190853122251539	1	255	12	0
"RETROGRADE NEUROTROPHIN SIGNALLING"	-0.190853122251539	1	255	12	0
"HUMAN TAK1 ACTIVATES NFKB BY PHOSPHORYLATION AND ACTIVATION OF IKKS COMPLEX"	-0.190853122251539	1	255	15	0
"ACTIVATED TAK1 MEDIATES P38 MAPK ACTIVATION"	-0.190853122251539	1	255	13	0
"METAL ION SLC TRANSPORTERS"	-0.190853122251539	1	255	22	0
"SHCMEDIATED CASCADE"	-0.190853122251539	1	255	20	0
"PI3K CASCADE"	-0.190853122251539	1	255	36	0
"DEPOLARIZATION OF THE PRESYNAPTIC TERMINAL TRIGGERS THE OPENING OF CALCIUM CHANNELS"	-0.190853122251539	1	255	12	0
"GAP JUNCTION ASSEMBLY"	-0.190853122251539	1	255	13	0
"MRNA DECAY BY 3 TO 5 EXORIBONUCLEASE"	-0.190853122251539	1	255	11	0
"ASSOCIATION OF LICENSING FACTORS WITH THE PREREPLICATIVE COMPLEX"	-0.190853122251539	1	255	12	0
"REGULATION OF PYRUVATE DEHYDROGENASE COMPLEX"	-0.190853122251539	1	255	12	0
"PURINE RIBONUCLEOSIDE MONOPHOSPHATE BIOSYNTHESIS"	-0.190853122251539	1	255	11	0
"NEP NS2 INTERACTS WITH THE CELLULAR EXPORT MACHINERY"	-0.190853122251539	1	255	27	0
"AMINO ACID SYNTHESIS AND INTERCONVERSION"	-0.190853122251539	1	255	12	0
"TRANSPORT OF THE SLBP INDEPENDENT MATURE MRNA"	-0.190853122251539	1	255	31	0
"ASSOCIATION OF TRIC CCT WITH TARGET PROTEINS DURING BIOSYNTHESIS"	-0.190853122251539	1	255	28	0
"PROTEOLYTIC CLEAVAGE OF SNARE COMPLEX PROTEINS"	-0.190853122251539	1	255	16	0
"ZINC TRANSPORTATION"	-0.190853122251539	1	255	16	0
"APOPTOSIS INDUCED DNA FRAGMENTATION"	-0.190853122251539	1	255	11	0
"SMOOTH MUSCLE CONTRACTION"	-0.190853122251539	1	255	21	0
"METABOLISM OF MRNA"	-0.190853122251539	1	255	45	0
"CELL JUNCTION ORGANIZATION"	-0.190853122251539	1	255	83	0
"METABOLISM OF RNA"	-0.190853122251539	1	255	93	0
"MYOGENESSIS"	-0.190853122251539	1	255	29	0
"DOWNSTREAM SIGNALING OF ACTIVATED FGFR"	-0.190853122251539	1	255	41	0
"CREB PHOSPHORYLATION THROUGH THE ACTIVATION OF CAMKII"	-0.190853122251539	1	255	13	0
"PHOSPHOLIPASE CMEDIATED CASCADE"	-0.190853122251539	1	255	22	0
"ENERGY DEPENDENT REGULATION OF MTOR BY LKB1 AMPK"	-0.190853122251539	1	255	17	0
"GO:0043306~positive regulation of mast cell degranulation"	1.64494775594820	0.72948287456142	255	10	2
"GO:0045730~respiratory burst"	1.64494775594820	0.72948287456142	255	10	2
"GO:0007052~mitotic spindle organization"	1.53244775594820	0.366669838193357	255	16	3
"GO:0050673~epithelial cell proliferation"	1.48131139231183	0.768299739986063	255	11	2
"GO:0016050~vesicle organization"	1.48131139231183	0.768299739986063	255	11	2
"GO:0042273~ribosomal large subunit biogenesis"	1.48131139231183	0.768299739986063	255	11	2
"GO:0005978~glycogen biosynthetic process"	1.43318305006584	0.366669838193357	255	17	3
"GO:0043039~tRNA aminoacylation"	1.34494775594820	0.856898293562502	255	12	2
"GO:0007031~peroxisome organization"	1.26600038752714	0.409216605462810	255	19	3
"GO:0002526~acute inflammatory response"	1.22956314056358	0.944716932798402	255	13	2
"GO:0000236~mitotic prometaphase"	1.14615257522531	7.98299667142332e-06	255	83	12
"GO:0015914~phospholipid transport"	1.13066204166248	0.446954603465099	255	21	3
"GO:0042573~retinoic acid metabolic process"	1.13066204166248	1	255	14	2
"GO:0000087~M phase of mitotic cell cycle"	1.10301227207723	5.77531578751488e-06	255	93	13
"GO:0033344~cholesterol efflux"	1.07222048322092	0.470613387775697	255	22	3
"GO:0006098~pentose-phosphate shunt"	1.04494775594820	1	255	15	2
"GO:0007059~chromosome segregation"	1.00623807852884	0.00411047139322526	255	62	8
"GO:0009948~anterior/posterior axis specification"	0.969947755948197	1	255	16	2
"GO:0007088~regulation of mitosis"	0.969947755948197	1	255	16	2
"GO:0046580~negative regulation of Ras protein signal transduction"	0.903771285359961	1	255	17	2
"GO:0030224~monocyte differentiation"	0.903771285359961	1	255	17	2
"GO:0032320~positive regulation of Ras GTPase activity"	0.844947755948197	1	255	18	2
"GO:0006513~protein monoubiquitination"	0.844947755948197	1	255	18	2
"GO:0050715~positive regulation of cytokine secretion"	0.809233470233911	0.72948287456142	255	28	3
"GO:0046688~response to copper ion"	0.792316177000828	1	255	19	2
"GO:0050832~defense response to fungus"	0.792316177000828	1	255	19	2
"GO:0048593~camera-type eye morphogenesis"	0.792316177000828	1	255	19	2
"GO:0006471~protein ADP-ribosylation"	0.792316177000828	1	255	19	2
"GO:0010466~negative regulation of peptidase activity"	0.744947755948197	1	255	10	1
"GO:0097067~cellular response to thyroid hormone stimulus"	0.744947755948197	1	255	10	1
"GO:0042789~mRNA transcription from RNA polymerase II promoter"	0.744947755948197	1	255	10	1
"GO:0006895~Golgi to endosome transport"	0.744947755948197	1	255	10	1
"GO:0001960~negative regulation of cytokine-mediated signaling pathway"	0.744947755948197	1	255	10	1
"GO:0032695~negative regulation of interleukin-12 production"	0.744947755948197	1	255	10	1
"GO:0008354~germ cell migration"	0.744947755948197	1	255	10	1
"GO:0015937~coenzyme A biosynthetic process"	0.744947755948197	1	255	10	1
"GO:0097150~neuronal stem cell maintenance"	0.744947755948197	1	255	10	1
